Club ID,Club,Terminal ID,Terminal Priority,Club's Players,Clubs' Rounds,Terminal's Players,Terminal's Rounds,Terminal Type,Ownership Type,Operating System,Modem Type,Mobile Number,Connectivity Type,Card Reader Type,Date of First Use,Terminal Distribution Date,Current Date,Terminal Age,Monthly Working Days,Estimated Online Hours (10hr/day),Actual Offline Hours (10hr/day),Total Offline Hours (10hr/day),Terminal Priority Weight,Club Priority Weight,Terminal Priority Rank,Club Priority Rank
109,GRACELAND COUNTRY CLUB,5300000405,100,288,6355,565,4509,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Gigatek MSR250HK,11.10.2018,13.05.2019,13.01.2021,2 year(s) 3 month(s),366,3660,780.2,780.2,0%,0%,194,177
110,GREENSIDE COLLIERY GOLF CLUB,5300000158,100,257,1323,235,2399,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Partner MSR213U,06.10.2017,06.10.2017,13.01.2021,3 year(s) 3 month(s),314,3140,1437.21,1695.81,0%,0%,289,261
111,GROBLERSDAL GOLF CLUB,5300000649,100,156,1901,164,2496,MSI AP190,HNA,64 bit Windows 8.1,None,N/A,Club Internet,Magtek 21040108,12.06.2015,01.02.2019,13.01.2021,5 year(s) 7 month(s),366,3660,907.23,907.23,0%,0%,344,315
112,KAMBAKU GOLF CLUB,5300000544,100,164,3731,414,2174,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,18.10.2016,01.07.2020,13.01.2021,4 year(s) 2 month(s),314,3140,1204.54,1477.4,0%,0%,283,255
114,KRANSPOORT GOLF CLUB,5300000214,100,130,1813,307,2450,MSI AP190,,64 bit Windows 8.1,None,N/A,Club Internet,Magtek 21040108,04.03.2015,04.03.2015,13.01.2021,5 year(s) 10 month(s),314,3140,943.13,1136.49,0%,0%,350,320
115,KRIEL GOLF CLUB,5300000638,50,213,2629,175,1056,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Partner MSR213U,26.07.2018,26.07.2018,13.01.2021,2 year(s) 5 month(s),314,3140,305.78,355.65,0%,0%,349,149
115,KRIEL GOLF CLUB,5300000715,100,213,2629,366,3380,Mecer X22S,Club,64 bit Windows 10 Home,N/A,N/A,Club Internet,Gigatek MSR250HK,26.07.2018,26.07.2018,13.01.2021,2 year(s) 5 month(s),366,3660,1009.05,1009.05,0%,0%,302,149
116,KRUGERPARK LODGE GOLF CLUB,5300000338,100,96,1959,131,396,Mecer X22S,HNA,64 bit Windows 10 Home,Huawei E3131,726237937,Vodacom,Partner MSR213U,20.07.2016,06.04.2018,13.01.2021,4 year(s) 5 month(s),366,3660,3021.75,3021.75,0%,0%,196,179
117,Leopard Creek Country Club,5300000489,100,256,10266,221,1068,MSI Windtop 1941,,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Champtek MR800,26.02.2013,26.02.2013,13.01.2021,7 year(s) 10 month(s),366,3660,1033.28,1033.28,0%,0%,157,139
118,Lydenburg Gholf Klub,5300000219,100,175,3993,162,770,Dell 3050,HNA,64 bit Windows 10 Pro,N/A,N/A,Club Internet,Magtek 21040108,02.12.2020,02.12.2020,13.01.2021,0 year(s) 1 month(s),366,3660,1853.07,1853.07,0%,0%,209,189
119,MALELANE GOLF CLUB,5300000288,100,107,2730,338,3375,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Partner MSR213U,18.06.2019,18.06.2019,13.01.2021,1 year(s) 6 month(s),366,3660,1046.15,1046.15,0%,0%,333,304
120,MARBLE HALL GOLF CLUB,5300000738,100,135,1269,114,851,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Gigatek MSR250HK,29.06.2016,26.06.2020,13.01.2021,4 year(s) 6 month(s),314,3140,461.59,981.55,0%,0%,384,354
121,MIDDELBURG COUNTRY CLUB,5300000121,50,415,12590,297,948,MSI Windtop 1941,HNA,32 bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Champtek MR800,27.01.2014,27.01.2014,13.01.2021,6 year(s) 11 month(s),366,3660,2169.85,2169.85,0%,0.01%,104,24
121,MIDDELBURG COUNTRY CLUB,5300000723,100,415,12590,231,696,Mecer X22S,Club,64 bit Windows 10 Home,N/A,N/A,Club Internet,Gigatek MSR250HK,06.12.2018,06.12.2018,13.01.2021,2 year(s) 1 month(s),366,3660,2071.28,2071.28,0%,0.01%,108,24
123,MBOMBELA GOLF CLUB,5300000366,100,481,14649,428,2813,MSI AP190,,64 bit Windows 8.1,None,N/A,Club Internet,Champtek MR800,10.06.2015,10.06.2015,13.01.2021,5 year(s) 7 month(s),366,3660,1050.03,1050.03,0%,0%,109,98
124,Piet Retief Country Club,5300000304,100,180,2103,148,1510,MSI AP190,,64 bit Windows 8.1,N/A,N/A,Club Internet,Magtek 21040108,12.03.2015,12.03.2015,13.01.2021,5 year(s) 10 month(s),314,3140,1824.29,2144.42,0%,0%,270,243
125,PILGRIMS REST GOLF CLUB,5300000612,100,44,397,19,49,MSI Windtop 1941,,32bit Windows 7 Home Basic SP1,Vodafone K3565 Rev 2,726237941,Vodacom,Champtek MR800,18.12.2014,18.12.2014,13.01.2021,6 year(s) 0 month(s),262,2620,2583.18,3616.11,0%,0%,300,272
127,Sabi River Sun Golf Club,5300000507,100,119,1895,95,351,MSI AP190,HNA,64 bit Windows 8.1,MTN E153,726237623,MTN,Magtek 21040108,05.06.2015,05.06.2015,13.01.2021,5 year(s) 7 month(s),366,3660,2802.85,2802.85,0%,0%,205,188
128,SKUKUZA GOLF CLUB,5300000279,100,156,2937,264,1221,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Magtek 21040108,08.05.2017,08.05.2017,13.01.2021,3 year(s) 8 month(s),0,0,0,927.66,0%,0%,376,346
129,STANDERTON GOLF CLUB,5300000566,100,183,3880,93,861,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,31.08.2016,18.03.2020,13.01.2021,4 year(s) 4 month(s),0,0,0,2773.66,0%,0%,352,322
131,VOLKSRUST GOLF CLUB,5300000363,50,139,2409,182,3200,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Partner MSR213U,04.08.2016,04.08.2016,13.01.2021,4 year(s) 5 month(s),366,3660,1358.63,1358.63,0%,0%,310,281
132,WALKER PARK GOLF CLUB,5300000147,100,356,7173,164,563,Dell 3050,HNA,64 bit Windows 10 Pro,N/A,N/A,Club Internet,Gigatek MSR250HK,13.12.2019,13.12.2019,13.01.2021,1 year(s) 1 month(s),366,3660,2935.64,2935.64,0%,0%,125,113
133,WHITE RIVER COUNTRY CLUB,5300000150,100,323,10605,85,291,Dell 3050,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,04.09.2019,04.09.2019,13.01.2021,1 year(s) 4 month(s),366,3660,3024.19,3024.19,0%,0%,111,100
134,WITBANK,5300000442,100,319,5977,233,947,MSI Windtop 1941,,32bit Windows 7 Home Basic SP1,N/A,N/A,Club Internet,Champtek MR800,01.01.2014,22.07.2015,13.01.2021,7 year(s) 0 month(s),366,3660,1829.48,1829.48,0%,0%,164,146
135,SABIE COUNTRY CLUB,5300000233,100,146,2161,253,2588,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Gigatek MSR250HK,17.09.2018,17.09.2018,13.01.2021,2 year(s) 3 month(s),0,0,0,1330.58,0%,0%,391,361
136,BANKENVELD GOLF ESTATE,5300000392,100,204,2422,65,186,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Magtek 21040108,21.07.2016,21.07.2016,13.01.2021,4 year(s) 5 month(s),366,3660,3179.01,3179.01,0%,0%,171,153
139,CHRISTIANA GOLF CLUB,5300000608,100,56,525,35,262,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Champtek MR800,23.07.2013,23.07.2013,13.01.2021,7 year(s) 5 month(s),314,3140,2152.58,2535.07,0%,0%,326,297
140,DELAREYVILLE GOLF CLUB,5300000106,100,76,1183,73,1210,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,18.07.2018,19.10.2018,13.01.2021,2 year(s) 5 month(s),366,3660,1672.73,1672.73,0%,0%,334,305
146,GOLDFIELDS WEST PRIVATE GC,5300000705,100,272,6088,483,3371,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Partner MSR213U,10.05.2017,10.05.2017,13.01.2021,3 year(s) 8 month(s),366,3660,815.04,815.04,0%,0%,199,182
147,KLERKSDORP GOLF CLUB,5300000631,50,267,5964,155,558,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,16.09.2016,07.10.2019,13.01.2021,4 year(s) 3 month(s),366,3660,848.45,848.45,0%,0%,201,184
148,KOSTER GOLF CLUB,5300000499,100,42,278,19,363,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,Vodafone K3772,726237785,Vodacom,Champtek MR800,04.06.2014,04.06.2014,13.01.2021,6 year(s) 7 month(s),157,1570,1278.1,3040.15,0%,0%,382,352
149,LANDBOU GOLF CLUB POTCH,5300000546,100,199,1685,142,2287,Mecer X22S,HNA,64 bit Windows 10 Home,Vodafone K3565 Rev 2,726237871,Vodacom,Gigatek MSR250HK,31.08.2016,31.05.2018,13.01.2021,4 year(s) 4 month(s),366,3660,1694.63,1694.63,0%,0%,281,253
151,LEOPARD PARK GOLF CLUB,5300000118,100,116,1617,32,258,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,04.08.2016,04.08.2016,13.01.2021,4 year(s) 5 month(s),366,3660,2544.85,2544.85,0%,0%,242,217
152,LICHTENBURG GOLF CLUB,5300000271,100,137,3175,136,2936,MSI AP190,HNA,64 bit Windows 8.1,Huawei E153,836762737,MTN,Champtek MR800,22.07.2015,22.07.2015,13.01.2021,5 year(s) 5 month(s),366,3660,1077.8,1077.8,0%,0%,316,287
154,MILLVALE GOLF COURSE,5300000225,100,12,532,1,2,Dell 3050,Club,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,20.11.2019,20.11.2019,13.01.2021,1 year(s) 1 month(s),0,0,0,2843.34,0%,0%,443,412
155,MOOINOOI GOLF CLUB,5300000391,100,548,7324,450,1808,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Partner MSR213U,24.05.2016,13.03.2020,13.01.2021,4 year(s) 7 month(s),366,3660,1798.45,1798.45,0%,0%,130,118
157,ORKNEY GOLF CLUB,5300000159,100,385,7997,389,1860,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Magtek 21040108,06.09.2016,06.09.2016,13.01.2021,4 year(s) 4 month(s),314,3140,871.34,1066.51,0%,0%,163,145
159,POTCHEFSTROOM COUNTRY CLUB,5300000128,100,429,9999,199,1255,MSI Windtop 1920,,32 bit Windows 7 Home Premium SP1,None,N/A,Club Internet,Magtek 21040108,01.01.2012,23.10.2012,13.01.2021,9 year(s) 0 month(s),366,3660,1569.6,1569.6,0%,0%,129,117
160,RUSTENBURG GOLF CLUB,5300000133,100,280,8992,358,3662,DELL 3050,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,19.06.2019,19.06.2019,13.01.2021,1 year(s) 6 month(s),314,3140,1310.24,1537.78,0%,0%,158,140
161,SANNIESHOF GOLF CLUB,5300000284,100,45,243,30,186,MSI Windtop 1941,Club,32 bit Windows 7 Home Basic SP1,Vodafone K3565 Rev 2,726237255,Vodacom,Gigatek MSR250HK,31.01.2014,16.04.2018,13.01.2021,6 year(s) 11 month(s),105,1050,569.92,2047.65,0%,0%,423,392
162,SCHWEIZER RENEKE GOLF CLUB,5300000423,100,52,671,22,160,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Gigatek MSR250HK,20.01.2014,14.09.2018,13.01.2021,6 year(s) 11 month(s),314,3140,2330.84,2707.53,0%,0%,311,282
164,SWARTKLIP GOLF CLUB,5300000480,100,62,359,8,40,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Magtek 21040108,09.06.2017,21.06.2016,13.01.2021,3 year(s) 7 month(s),314,3140,2098.65,2441.71,0%,0%,329,300
165,VENTERSDORP GOLF CLUB,5300000429,100,23,34,3,9,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Partner MSR213U,29.07.2014,15.02.2017,13.01.2021,6 year(s) 5 month(s),366,3660,3645.21,3645.21,0%,0%,227,206
167,VRYBURG GOLF CLUB,5300000244,100,120,2880,84,1063,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Magtek 21040108,27.07.2016,06.03.2020,13.01.2021,4 year(s) 5 month(s),157,1570,683.96,1654.25,0%,0%,348,319
168,WATERPAN GOLF CLUB,5300000309,100,48,1245,105,1691,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,17.06.2016,03.02.2020,13.01.2021,4 year(s) 6 month(s),262,2620,1514.91,2186,0%,0%,351,321
169,WOLMARANSSTAD GOLF CLUB,5300000516,100,79,579,48,447,Mecer X22S,Club,64 bit Windows 10 Home,N/A,N/A,Club Internet,Gigatek MSR250HK,23.05.2018,23.05.2018,13.01.2021,2 year(s) 7 month(s),0,0,0,1045.43,0%,0%,438,407
170,ZEERUST COUNTRY CLUB,5300000425,100,66,904,85,1296,MSI Windtop 1941,,32bit Windows 7 Home Basic SP1,Vodafone K3772,726238503,Vodacom,Champtek MR800,02.10.2013,02.10.2013,13.01.2021,7 year(s) 3 month(s),314,3140,1382.59,1747.59,0%,0%,358,328
172,DRAKENSIG GOLF CLUB,5300000432,100,179,2867,110,1066,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,29.09.2016,29.09.2016,13.01.2021,4 year(s) 3 month(s),366,3660,2152.6,2152.6,0%,0%,215,195
173,ELEMENTS PRIVATE GOLF RESERVE,5300000370,100,131,4634,319,1062,Mecer X22S,HNA,64 bit Windows 10 Home,Vodafone K3565 Rev 2,726237412,Vodacom,Partner MSR213U,19.04.2017,19.04.2017,13.01.2021,3 year(s) 8 month(s),314,3140,1835.43,2174.14,0%,0%,213,193
174,EUPHORIA GOLF CLUB,5300000598,100,165,2579,202,591,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Partner MSR213U,10.07.2018,10.07.2018,13.01.2021,2 year(s) 6 month(s),366,3660,2265.31,2265.31,0%,0%,219,199
175,HANS MERENSKY COUNTRY CLUB,5300000641,100,93,1740,42,176,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,N/A,N/A,Club Internet,Champtek MR800,23.01.2014,23.01.2014,13.01.2021,6 year(s) 11 month(s),366,3660,3379.01,3379.01,0%,0%,188,171
176,KAMEELDORING GOLF CLUB,5300000330,100,259,3875,298,2009,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,12.08.2016,12.08.2016,13.01.2021,4 year(s) 5 month(s),53,530,332.34,2374.54,0%,0%,308,279
177,KORO CREEK GOLF ESTATE,5300000270,100,211,8532,112,378,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Magtek 21040108,20.07.2016,20.07.2016,13.01.2021,4 year(s) 5 month(s),314,3140,2624.32,3060.76,0%,0%,148,132
179,MESSINA GOLF CLUB,5300000495,100,72,1558,63,3033,MSI Windtop 1941,,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Champtek MR800,24.12.2013,24.12.2013,13.01.2021,7 year(s) 0 month(s),366,3660,554.49,554.49,0%,0%,390,360
180,MOGOL GOLF CLUB,5300000187,50,170,5039,205,1622,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Magtek 21040108,04.10.2017,04.10.2017,13.01.2021,3 year(s) 3 month(s),366,3660,1205.79,1205.79,0%,0%,240,215
181,NABOOMSPRUIT GOLF CLUB,5300000274,100,159,1633,169,2563,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,16.09.2016,16.09.2016,13.01.2021,4 year(s) 3 month(s),366,3660,1828.27,1828.27,0%,0%,287,259
184,PHAKALANE GOLF ESTATE,5300000509,100,102,3768,142,1022,Mecer X22S,Club,64 bit Windows 10 Home,None,N/A,Club Internet,Gigatek MSR250HK,29.06.2018,29.06.2018,13.01.2021,2 year(s) 6 month(s),105,1050,681.32,2391.56,0%,0%,336,307
185,Polokwane Golf Club,5300000160,100,542,14462,319,2615,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,22.03.2018,17.03.2020,13.01.2021,2 year(s) 9 month(s),314,3140,565.73,695.32,0%,0%,113,102
186,SOUTPANSBERG GOLF CLUB,5300000361,100,186,3962,107,621,Dell 3050,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Gigatek MSR250HK,25.02.2020,25.02.2020,13.01.2021,0 year(s) 10 month(s),314,3140,1311.72,1519.93,0%,0%,262,235
187,TZANEEN GOLF CLUB,5300000141,100,221,5750,198,2945,MSI AP190,HNA,64 bit Windows 8.1,None,N/A,Club Internet,Champtek MR800,17.04.2015,17.04.2015,13.01.2021,5 year(s) 8 month(s),157,1570,707.47,1955.18,0%,0%,245,219
188,UNIVERSITY OF LIMPOPO GC,5300000712,100,114,246,21,133,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Magtek 21040108,12.12.2016,19.06.2018,13.01.2021,4 year(s) 1 month(s),366,3660,2461.38,2461.38,0%,0%,290,262
190,ZEBULA COUNTRY CLUB AND SPA,5300000397,100,211,5875,189,828,HP Compaq Elite 8300,HNA,64 bit Windows 10 Pro,N/A,N/A,Club Internet,Gigatek MSR250HK,10.12.2019,10.12.2019,13.01.2021,1 year(s) 1 month(s),366,3660,2888.93,2888.93,0%,0%,154,137
192,ARABELLA GOLF CLUB,5300000168,100,242,9609,367,1470,Dell 3050,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,22.08.2019,22.08.2019,13.01.2021,1 year(s) 4 month(s),366,3660,2886.52,2886.52,0%,0%,123,111
193,ARENDSKRAAL GOLF CLUB,5300000022,100,64,8,0,0,MSI Windtop 1941,HNA,32bit Windows 7 Homa Basic SP1,None,N/A,Club Internet,Magtek 21040108,01.07.2010,03.07.2017,13.01.2021,10 year(s) 6 month(s),366,3660,3184.66,3184.66,0%,0%,257,230
194,BERG RIVER GOLF CLUB,5300000477,100,89,1367,130,2128,Dell 3050,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,26.07.2019,26.07.2019,13.01.2021,1 year(s) 5 month(s),366,3660,817.3,817.3,0%,0%,377,347
195,BONNIEVALE GOLF CLUB,5300000300,100,63,530,36,483,MSI Windtop 1941,,32bit Windows 7 Home Basic SP1,Vodafone K3565 Rev 2,726237701,Vodacom,Champtek MR800,15.01.2014,15.01.2014,13.01.2021,6 year(s) 11 month(s),209,2090,1256.83,2199.77,0%,0%,371,341
196,BREDASDORP GOLF CLUB,5300000171,100,205,3956,251,1724,MSI AP190,HNA,32bit Windows 8.1 Embedded ,N/A,N/A,Club Internet,Magtek 21040108,12.02.2015,31.10.2019,13.01.2021,5 year(s) 11 month(s),0,0,0,2950.14,0%,0%,346,317
197,CALEDON GOLF CLUB,5300000102,100,87,1170,65,1123,Dell 3050,HNA,64 bit Windows 10 Pro,Vodafone K3565 Rev 2,726230872,Vodacom,Gigatek MSR250HK,17.11.2020,17.11.2020,13.01.2021,0 year(s) 1 month(s),366,3660,1505.23,1505.23,0%,0%,341,312
198,CERES GOLF CLUB,5300000176,100,302,5656,368,4110,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Partner MSR213U,06.04.2018,06.04.2018,13.01.2021,2 year(s) 9 month(s),366,3660,515.67,515.67,0%,0%,225,205
199,CITRUSDAL GOLF CLUB,5300000178,100,157,1977,179,1646,MSI AP190,HNA,32 bit Windows 8.1 Embedded,None,N/A,Club Internet,Magtek 21040108,16.02.2015,07.10.2020,13.01.2021,5 year(s) 10 month(s),366,3660,2626.14,2626.14,0%,0%,202,185
200,CLANWILLIAM GOLF CLUB,5300000069,100,52,319,43,349,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,Vodafone K3565 Rev 2,726237076,Vodacom,Magtek 21040108,19.08.2014,07.09.2018,13.01.2021,6 year(s) 4 month(s),52,520,280.01,2609.08,0%,0%,435,404
201,DARLING GOLF CLUB,5300000263,100,169,2126,124,1810,MSI AP190,HNA,32 bit Windows 8.1 Embedded ,N/A,N/A,Club Internet,Magtek 21040108,08.05.2015,09.09.2020,13.01.2021,5 year(s) 8 month(s),366,3660,2073.5,2073.5,0%,0%,251,224
202,De Hoek Golf Club,5300000268,50,128,1256,8,21,MSI Windtop 2021,,64bit Windows 7 Home Premium,None,N/A,Club Internet,Champtek MR800,01.06.2014,28.07.2015,13.01.2021,6 year(s) 7 month(s),366,3660,2616.82,2616.82,0%,0%,239,161
202,De Hoek Golf Club,5300000682,50,128,1256,97,1045,MSI Windtop 2021,HNA,64bit Windows 7 Home Premium,None,N/A,Club Internet,Champtek MR800,01.06.2014,07.07.2015,13.01.2021,6 year(s) 7 month(s),366,3660,53.59,53.59,0%,0%,413,161
203,DEVONVALE GOLF ESTATE,5300000643,100,620,18627,559,2068,Lenovo M810Z,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,06.02.2019,06.02.2019,13.01.2021,1 year(s) 11 month(s),366,3660,2806.16,2806.16,0%,0%,55,52
204,GANSBAAI GOLF CLUB,5300000023,100,140,3156,187,4833,DELL 3050,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,13.05.2019,13.05.2019,13.01.2021,1 year(s) 8 month(s),366,3660,1737.07,1737.07,0%,0%,267,240
205,HELDERBERG VILLAGE GOLF CLUB,5300000203,100,118,3628,199,4370,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,24.08.2017,24.08.2017,13.01.2021,3 year(s) 4 month(s),366,3660,1758.45,1758.45,0%,0%,258,231
206,HERMANUS GOLF CLUB,5300000085,100,1023,40617,618,4892,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,10.06.2016,10.06.2016,13.01.2021,4 year(s) 7 month(s),366,3660,2451.72,2451.72,0.01%,0.01%,10,14
207,HEX VALLEY GOLF CLUB,5300000204,100,153,1432,111,635,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Partner MSR213U,26.09.2016,29.01.2018,13.01.2021,4 year(s) 3 month(s),314,3140,2490.37,2934.26,0%,0%,232,210
208,KLEINMOND GOLF CLUB,5300000607,100,453,12079,596,4835,Lenovo M810Z,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,06.08.2019,06.08.2019,13.01.2021,1 year(s) 5 month(s),366,3660,622.61,622.61,0%,0%,137,125
209,KUILSRIVIER GOLF CLUB,5300000116,100,1175,27990,880,3420,Lenovo M810Z,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,26.03.2019,26.03.2019,13.01.2021,1 year(s) 9 month(s),366,3660,1607.83,1607.83,0.01%,0.01%,24,25
211,LAMBERTS BAY GOLF CLUB,5300000216,100,23,310,28,633,Dell 3050,Club,64 bit Windows 10 Pro,HUAWEI E3531,726237520,Vodacom,Gigatek MSR250HK,26.07.2019,26.07.2019,13.01.2021,1 year(s) 5 month(s),104,1040,769,2626.51,0%,0%,418,387
212,LANGEBAAN GOLF & SPORTS CLUB,5300000445,100,745,23414,572,3089,Lenovo M810Z,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,02.11.2018,02.11.2018,13.01.2021,2 year(s) 2 month(s),366,3660,15.33,15.33,0%,0.01%,66,13
212,LANGEBAAN GOLF & SPORTS CLUB,5300000720,100,745,23414,255,966,Club Machine,Club,Windows 10,None,N/A,Club Internet,Unknown,24.08.2018,24.10.2018,13.01.2021,2 year(s) 4 month(s),366,3660,1370.94,1370.94,0%,0.01%,49,13
213,LUTZVILLE GOLF CLUB,5300000298,100,47,602,55,453,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,07.10.2016,04.12.2019,13.01.2021,4 year(s) 3 month(s),52,520,259.51,2023.99,0%,0%,434,403
214,MALMESBURY GOLF CLUB,5300000153,100,528,6201,753,7181,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,07.02.2017,07.02.2017,13.01.2021,3 year(s) 11 month(s),366,3660,1081.97,1081.97,0%,0%,156,138
215,MONTAGU GOLF CLUB,5300000226,100,228,2916,206,3027,Asus Screen & NUC7CJYH,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Magtek 21040108,14.12.2020,14.12.2020,13.01.2021,0 year(s) 0 month(s),366,3660,1321.32,1321.32,0%,0%,271,244
216,MOORREESBURG GOLF CLUB,5300000227,100,103,936,32,370,MSI Windtop 1920,,32 bit Windows 7 Home Premium SP1,None,N/A,Club Internet,Magtek 21040108,01.01.2012,18.09.2012,13.01.2021,9 year(s) 0 month(s),366,3660,255.75,255.75,0%,0%,415,384
217,PAARL GOLF CLUB,5300000087,50,1460,34707,48,109,Mecer X22S,Club,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,23.11.2016,23.11.2016,13.01.2021,4 year(s) 1 month(s),366,3660,3232.64,3232.64,0.01%,0.01%,8,6
217,PAARL GOLF CLUB,5300000251,50,1460,34707,896,6389,Lenovo M810Z,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,01.02.2019,01.02.2019,13.01.2021,1 year(s) 11 month(s),366,3660,754.16,754.16,0.01%,0.01%,18,6
218,PEARL VALLEY GOLF CLUB,5300000617,100,381,16117,153,525,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Partner MSR213U,06.06.2017,06.06.2017,13.01.2021,3 year(s) 7 month(s),366,3660,2720.24,2720.24,0%,0%,86,79
220,PORTERVILLE GOLF CLUB,5300000305,100,104,1260,106,1093,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,14.11.2017,22.08.2019,13.01.2021,3 year(s) 1 month(s),366,3660,1861.99,1861.99,0%,0%,314,285
221,RIVERSIDE GOLF CLUB,5300000590,100,95,1334,115,2225,MSI Windtop 1920,,32 bit Windows 7 Home Premium SP1,Vodafone K3565 Rev 2,726237512,Vodacom,Magtek 21040108,01.01.2012,01.07.2010,13.01.2021,9 year(s) 0 month(s),366,3660,1131.46,1131.46,0%,0%,357,327
222,RIVIERSONDEREND GOLF CLUB,5300000232,100,78,599,75,723,Mecer X22S,HNA,64 bit Windows 10 Home,Vodafone K3565 Rev 2,726237904,Vodacom,Partner MSR213U,25.07.2017,25.07.2017,13.01.2021,3 year(s) 5 month(s),105,1050,794,3359.84,0%,0%,393,363
223,ROBERTSON GOLF CLUB,5300000342,100,236,7941,474,1765,MSI AP190,HNA,64 bit Windows 8.1,Vodafone K3565 Rev 2,726237163,Vodacom,Magtek 21040108,25.05.2015,25.05.2015,13.01.2021,5 year(s) 7 month(s),105,1050,488.3,1623.19,0%,0%,195,178
